index,query,gold_chunk_ids,hybrid_hit_at_1,hybrid_hit_at_5,base_rerank_hit_at_1,base_rerank_hit_at_5,finetuned_rerank_hit_at_1,finetuned_rerank_hit_at_5
200,Genel hukuk / sınıflandırma bekliyor alanında türk vatandaşlığı konusunda Türk vatandaşları belirli şartları taşıdıkları takdirde yetkili merciden ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000425,True,True,True,True,True,True
201,Ticaret Hukuku alanında Çekin arkasına konusunda Çekin arkasına karşılıksızdır olduğunu belirten şerh ilgili banka ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000216,True,True,True,True,True,True
202,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında ikamet izni konusunda İkamet izni almak gerekli belgeler arasında İkamet İzni ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000134,True,True,True,True,True,True
203,Genel hukuk / sınıflandırma bekliyor alanında kentsel dönüşüm konusunda Riskli yapı tespiti riskli alan ilanı sürecinde itiraz ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000542,True,True,True,True,False,True
204,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Sınav kağıdının incelenmesi konusunda Sınav kağıdının incelenmesi dekan müdür biri sınavı yapan ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000472,True,True,True,True,True,True
205,Anayasa Hukuku ve Temel Haklar alanında düşünce özgürlüğü konusunda Düşünce özgürlüğü düşünce kanaatlerin çeşitli yollarla açıklanabilmesi yayılması ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_anayasa_000036,True,True,False,True,True,True
206,Genel hukuk / sınıflandırma bekliyor alanında idari işlem konusunda İdari işlemin açıkça hukuka aykırılığı işlemin yalnızca hukuka ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000772,True,True,True,True,True,True
207,Genel hukuk / sınıflandırma bekliyor alanında Yargı süreçlerinin uzun sürmesi konusunda Yargı süreçlerinin uzun sürmesi şikayete konu hak ihlalinin ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000767,True,True,False,True,False,True
208,Genel hukuk / sınıflandırma bekliyor alanında İpoteğin bağlı alacak geçersiz konusunda İpoteğin bağlı olduğu alacak geçersiz iyiniyetli üçüncü kişi ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000362,True,True,False,False,True,True
209,Ticaret Hukuku alanında fesih konusunda Geçerli nedenle fesih halleri kanuna açıkça sayılmamış olup ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000257,True,True,True,True,True,True
210,Borçlar ve Sözleşmeler Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Borçlunun iştirak konusunda Borçlunun iştirak halinde maliki olduğu taşınmazdaki hissesi haczedildiğinde ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_medeni_000076,True,True,True,True,True,True
211,Genel hukuk / sınıflandırma bekliyor alanında ölçülülük konusunda Koruma tedbirlerinde ölçülülük ilkesi Cumhuriyet savcısı tarafından sürekli ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000062,True,True,True,True,True,True
212,İcra ve İflas Hukuku; Borçlar ve Sözleşmeler Hukuku alanında temerrüt faizi konusunda Temerrüt faizi dava icra takibi borçlunun temerrüde düşürüldüğü ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_icra_iflas_borclar_000069,True,True,True,True,True,True
213,Genel hukuk / sınıflandırma bekliyor alanında Kumarın tanımında konusunda Kumarın tanımında kazanç elde etme amacının kazancın rastlantısal ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000193,True,True,False,True,True,True
214,Genel hukuk / sınıflandırma bekliyor alanında idari işlem konusunda İdari işlemlerin iptali ilgili fazla bilgiye İdari İşlemlerin ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001165,True,True,False,True,True,True
215,Genel hukuk / sınıflandırma bekliyor alanında Yargı süreçlerinin uzun sürmesi konusunda Yargı süreçlerinin uzun sürmesi şikayete konu hak ihlalinin ifadesi ORICON kaynağına göre nasıl açıklanır (ORICON - Genel hukuk / sınıflandırma bekliyor - oricon_genel_001892) ?,oricon_genel_001892,False,True,True,True,True,True
216,İcra ve İflas Hukuku alanında istirdat davası konusunda İstirdat davası açılabilmesi borcun icra takibi sırasında ödenmiş ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_icra_iflas_000037,True,True,True,True,True,True
217,Ticaret Hukuku alanında Araç değer kaybı hesaplamasında otomobil konusunda Araç değer kaybı hesaplamasında otomobil minibüs otobüs kamyon ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000388,True,True,True,True,True,True
218,Borçlar ve Sözleşmeler Hukuku alanında sözleşme konusunda Bağlantılı sözleşmenin geçersiz sayılmasına olabilecek durum eşyaların piyasa ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_000226,True,True,True,True,True,True
219,Genel hukuk / sınıflandırma bekliyor alanında Evlilik birliği devam etseydi elde konusunda Evlilik birliği devam etseydi elde edilecek maddi yararlar ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001777,True,True,True,True,True,True
220,İdare ve İdari Yargılama Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında İmar planı yeşil alan belirlenen konusunda İmar planı yeşil alan belirlenen taşınmazların malikleri ilgili ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_idare_medeni_000042,True,True,False,True,True,True
221,Ticaret Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Ayıplı satılan ev konusunda Ayıplı satılan durumunda alıcı ayıp nedeniyle taşınmazı gerçek ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_medeni_000047,True,True,True,True,True,True
222,Borçlar ve Sözleşmeler Hukuku alanında sözleşme konusunda Belirli süreli kira sözleşmelerinde sözleşme süresinin sonunda belirsiz ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_000105,True,True,False,True,True,True
223,Genel hukuk / sınıflandırma bekliyor alanında arabuluculuk konusunda Arabuluculukta tarafların anlaşamadığı durumlarda dava açılabilmesi mümkündür ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000302,False,True,False,True,True,True
224,Genel hukuk / sınıflandırma bekliyor alanında sebepsiz zenginleşme konusunda Sebepsiz zenginleşmede iade yükümlülüğünün kapsamını belirleyen önemli faktör ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000006,True,True,True,True,True,True
225,İcra ve İflas Hukuku alanında Profil incelemesi yoluyla failin tespitinde konusunda Profil incelemesi yoluyla failin tespitinde kişinin takip ettiği ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_icra_iflas_000099,True,True,True,True,True,True
226,Genel hukuk / sınıflandırma bekliyor alanında 6284 sayılı Kanun konusunda 6284 sayılı Kanun kapsamında şiddete karşı alınabilecek tedbirler ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000871,True,True,True,True,True,True
227,Genel hukuk / sınıflandırma bekliyor alanında Düzenleyici işlemin hukuka aykırılık doğurup konusunda Düzenleyici işlemin hukuka aykırılık doğurup doğurmadığı çoğunlukla ilan ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001065,True,True,True,True,True,True
228,Borçlar ve Sözleşmeler Hukuku alanında sözleşme konusunda açılacak davada tarafların iddialarını gerek kira sözleşmesinin gerekse ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_000230,True,True,True,True,True,True
229,İdare ve İdari Yargılama Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Ecrimisil bedelinin hukuka uygun tespit konusunda Ecrimisil bedelinin hukuka uygun tespit edilebilmesi imar durumu ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_idare_medeni_000024,False,True,True,True,False,True
230,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Aile konutunun gayrimenkul edilmesi konusunda Aile konutunun gayrimenkul kabul edilmesi durumunda tapu iptal ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000420,True,True,True,True,True,True
231,Genel hukuk / sınıflandırma bekliyor alanında Estetik amaçlı tıbbi müdahalelerin amacı konusunda Estetik amaçlı tıbbi müdahalelerin amacı kişide doğumdan itibaren ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001320,True,True,True,True,True,True
232,Genel hukuk / sınıflandırma bekliyor alanında Telif hakları konusunda Telif hakları zihinsel emeğin ürünü eserlerin korunmasını sağlar ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001753,True,True,True,True,True,True
233,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında İntifa hakkının kurulabilmesi konusunda İntifa hakkının kurulabilmesi malik tarafından tapuya tescil talebiyle ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000484,True,True,True,True,True,True
234,Yabancılar ve Vatandaşlık Hukuku alanında yabancı konusunda Adli sicil kaydına yalnızca Türk Mahkemeleri tarafından verilen ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_yabancilar_000006,True,True,True,True,True,True
235,Genel hukuk / sınıflandırma bekliyor alanında istinaf konusunda İstinaf mahkemesi yerel mahkeme kararının hukuka uygun olduğunu ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001556,True,True,True,True,True,True
236,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Parselasyon işlemi konusunda Parselasyon işlemi mevcut mülkiyet ilişkisi dikkate alınarak öncelikle ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000286,True,True,True,True,True,True
237,Genel hukuk / sınıflandırma bekliyor alanında Yasadışı bahis konusunda Yasadışı bahis spor müsabakalarına dayalı sabit ihtimalli müşterek ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000188,True,True,True,True,True,True
238,Genel hukuk / sınıflandırma bekliyor alanında Doping kullanımı ilgili fazla bilgiye konusunda Doping kullanımı ilgili fazla bilgiye Sporda Doping Kullanımına ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_002084,True,True,True,True,True,True
239,Ticaret Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında ipotek konusunda Gemi ipoteklerinin sona ermesi fazla bilgi almak isteyenler ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_medeni_000038,True,True,True,True,True,True
240,İdare ve İdari Yargılama Hukuku alanında kentsel dönüşüm konusunda Mahkeme açılan davada yürütmenin durdurulması kararı verirse nihai ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_idare_000053,True,True,True,True,True,True
241,Borçlar ve Sözleşmeler Hukuku alanında Devren kiralık ifadesi konusunda Devren kiralık ifadesi işyerinin içindeki eşyalar birlikte yeni ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_000252,True,True,True,True,True,True
242,Genel hukuk / sınıflandırma bekliyor alanında belgenin hukuki değer taşıması konusunda belgenin hukuki değer taşıması belgede yer alan yazının ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000390,True,True,True,True,True,True
243,Genel hukuk / sınıflandırma bekliyor alanında Öngörülen aylık süre hak düşürücü konusunda Öngörülen aylık süre hak düşürücü süre olup mahkemece ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000579,True,True,False,True,True,True
244,Ceza Hukuku alanında hile konusunda Tarafların rüşvet anlaşmasını yaparken iradeleri tehdit şiddet hile ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ceza_000078,True,True,True,True,True,True
245,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Paraya çevirme sonucu elde edilen konusunda Paraya çevirme sonucu elde edilen tutar rehinli alacaklılara ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000026,True,True,True,True,True,True
246,İcra ve İflas Hukuku alanında Mahkeme konusunda Mahkeme malikin gerekli önlemleri almadığı durumda alacaklıya aylık ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_icra_iflas_000029,True,True,True,True,True,True
247,Genel hukuk / sınıflandırma bekliyor alanında idari işlem konusunda İdari işlemlere itiraz iptali fazla bilgi almak İdari ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000174,True,True,False,True,True,True
248,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Resmi vasiyetname düzenleyebilmek konusunda Resmi vasiyetname düzenleyebilmek vasiyet edenin tam zihinsel yeteneklere ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000079,True,True,True,True,True,True
249,Genel hukuk / sınıflandırma bekliyor alanında İntifa hakkı sahibi konusunda İntifa hakkı sahibi malik karşısında terkin borcu altına ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001614,True,True,True,True,True,True
250,Genel hukuk / sınıflandırma bekliyor alanında ceza konusunda Kamu görevlisi fail kesinleşen cezanın infaz edilmesi yirmi ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001876,True,True,True,True,True,True
251,Genel hukuk / sınıflandırma bekliyor alanında fsek konusunda Fikir Sanat Eserleri Kanunu FSEK kapsamında eser sahibine ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001912,False,True,True,True,True,True
252,Vergi Hukuku; Borçlar ve Sözleşmeler Hukuku alanında Mahkeme dava süreçlerinde vekaleten temsil konusunda Mahkeme dava süreçlerinde vekaleten temsil yetkisi sadece avukat ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_vergi_borclar_000004,True,True,True,True,True,True
253,Borçlar ve Sözleşmeler Hukuku alanında tahliye konusunda Kiracının erken tahliye durumunda sorumluluktan kurtulabilmesi kendisi yerine ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_000337,True,True,True,True,True,True
254,Genel hukuk / sınıflandırma bekliyor alanında Yargıtay içtihatlarına ketmi verese olgusu konusunda Yargıtay içtihatlarına ketmi verese olgusu nedeniyle açılan davalar ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000863,True,True,False,False,True,True
255,Borçlar ve Sözleşmeler Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında hüküm konusunda Mirasçılar muvazaalı borç senedinin hükümsüzlüğü talebiyle açacakları davayı ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_medeni_000104,True,True,False,True,True,True
256,Ticaret Hukuku; İcra ve İflas Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Paylı malın yok olması konusunda Paylı malın yok olması kamulaştırılması cebri icra yolu ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_icra_iflas_medeni_000006,True,True,True,True,True,True
257,Genel hukuk / sınıflandırma bekliyor alanında hata konusunda Muhatap tebligatı yapacak ülkenin vatandaşıysa devletin diplomatik memurları ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001219,True,True,True,True,True,True
258,Genel hukuk / sınıflandırma bekliyor alanında sebepsiz zenginleşme konusunda Muris muvazaası hukuka aykırı değildir muvazaalı işlem geçersiz ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001637,True,True,True,True,True,True
259,Genel hukuk / sınıflandırma bekliyor alanında Riskli yapı tespit raporunda ilgili konusunda Riskli yapı tespit raporunda ilgili binanın Ulusal Adres ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001667,True,True,True,True,True,True
260,Ticaret Hukuku alanında Off hire klozu konusunda Off hire klozu gemiden yararlanılmamış sayılan hallerin düzenlenmesini ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000073,True,True,True,True,True,True
261,Ceza Muhakemesi Hukuku alanında Denetim gözetim yükümlülüğünü yerine getirmeyen konusunda Denetim gözetim yükümlülüğünü yerine getirmeyen kişiler sanık yargılanacakları ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ceza_muhakemesi_000089,True,True,True,True,True,True
262,Ticaret Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında İpoteğin kaldırılması davası konusunda İpoteğin kaldırılması davası tapu kaydının düzeltilmesi davası anılmaktadır ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_medeni_000020,True,True,True,True,True,True
263,Genel hukuk / sınıflandırma bekliyor alanında Yeni düzenlemeye Türkiye deki sosyal konusunda Yeni düzenlemeye Türkiye deki sosyal sağlayıcıları kullanıcı verilerini ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001298,True,True,True,True,True,True
264,Genel hukuk / sınıflandırma bekliyor alanında ceza konusunda Aleni olmayan söyleşiyi izinsiz kaydeden kişi altı aydan ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001235,True,True,True,True,True,True
265,Ticaret Hukuku alanında Uygulamada çek konusunda Uygulamada çek vadeli düzenlenmekte kredi aracı kullanılmaktadır çekin ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000211,True,True,True,True,True,True
266,Genel hukuk / sınıflandırma bekliyor alanında ceza konusunda tabip okula gitmek istemeyen öğrenci sahte rapor düzenlediğinde ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000392,True,True,True,True,True,True
267,Genel hukuk / sınıflandırma bekliyor alanında Müdafiin yalan beyandan kaçınması konusunda Müdafiin yalan beyandan kaçınması hem hukukun gerekliliklerine uymak ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000025,True,True,True,True,True,True
268,Borçlar ve Sözleşmeler Hukuku alanında tahliye konusunda Kiraya veren işyeri sahibinin erken tahliye nedeniyle kira ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_000233,True,True,True,True,True,True
269,Ticaret Hukuku; İdare ve İdari Yargılama Hukuku; Borçlar ve Sözleşmeler Hukuku alanında sözleşme konusunda Zaman çarteri sözleşmesinde geminin yalnızca ticari yönetimi çarterere ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_idare_borclar_000002,True,True,True,True,True,True
270,Ticaret Hukuku alanında Tek gerçek kişinin gemiye sahip konusunda Tek gerçek kişinin gemiye sahip olması durumunda gemi ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000109,True,True,False,True,True,True
271,Tüketici Hukuku; İş ve Sosyal Güvenlik Hukuku; Ticaret Hukuku alanında arabulucu konusunda Ticari Davalar İş Davaları kıdem ihbar tazminatı fazla ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_tuketici_is_sgk_ticaret_000001,True,True,True,True,True,True
272,Borçlar ve Sözleşmeler Hukuku alanında Hukuki yarar konusunda Hukuki yarar borçlunun herhangi borç yüklenmemiş olsa bile ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_000129,True,True,True,True,True,True
273,Genel hukuk / sınıflandırma bekliyor alanında iptal davası konusunda İptal davasını açan kişi senetteki hakkı senetsiz ileri ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001476,True,True,True,True,True,True
274,Borçlar ve Sözleşmeler Hukuku alanında tazminat konusunda Malpraktis durumunda zarar gören hasta şartları varsa maddi ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_000268,True,True,True,True,True,True
275,Genel hukuk / sınıflandırma bekliyor alanında Sağ kalan eşin korunması geçimini konusunda Sağ kalan eşin korunması geçimini sağlayabilmesi konut güvencesi ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_002003,True,True,True,True,True,True
276,Genel hukuk / sınıflandırma bekliyor alanında Alkol kullanımının trafik güvenliğini tehlikeye konusunda Alkol kullanımının trafik güvenliğini tehlikeye sokup sokmadığını belirlemek ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000066,True,True,True,True,True,True
277,Genel hukuk / sınıflandırma bekliyor alanında Doçentlik unvanı kazanma doçentlik kadrosuna konusunda Doçentlik unvanı kazanma doçentlik kadrosuna atanma işlemleri birbirinden ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001006,True,True,True,True,True,True
278,Genel hukuk / sınıflandırma bekliyor alanında yönetim kurulu konusunda Derneklerin zorunlu organları genel kurul yönetim kurulu denetim ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001946,True,True,True,True,False,True
279,Genel hukuk / sınıflandırma bekliyor alanında Savunma dilekçesinin verilmesi yahut savunma konusunda Savunma dilekçesinin verilmesi yahut savunma süresinin geçmesi dosya ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000167,True,True,True,True,True,True
280,Ticaret Hukuku alanında Hukuk davalarında mesajlaşmanın gerçekliğinin tespit konusunda Hukuk davalarında mesajlaşmanın gerçekliğinin tespit edilmesi bilirkişiye telefonun ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000297,True,True,True,True,True,True
281,Genel hukuk / sınıflandırma bekliyor alanında Eşler arasındaki sadakat yükümlülüğünün ihlali konusunda Eşler arasındaki sadakat yükümlülüğünün ihlali durumunda başka türlü ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001238,True,True,True,True,True,True
282,İdare ve İdari Yargılama Hukuku; Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Mülkiyet hakkı kısıtlanan malik konusunda Mülkiyet hakkı kısıtlanan malik kanunun yürürlük tarihinden itibaren ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_idare_medeni_000068,True,True,True,True,True,True
283,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında Taşınmaz mal sahibi konusunda Taşınmaz mal sahibi meşruhatlı davetiyeyi tebliğ aldıktan sonra ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000521,True,True,True,True,True,True
284,Genel hukuk / sınıflandırma bekliyor alanında Tanıma beyanı tek taraflı hukuki konusunda Tanıma beyanı tek taraflı hukuki işlem olduğu kural ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001387,True,True,True,True,True,True
285,Anayasa Hukuku ve Temel Haklar alanında temel hak ve özgürlükler konusunda Anayasanın ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_anayasa_000020,False,True,False,True,True,True
286,Ticaret Hukuku alanında ticaret konusunda Ticaret unvanının devri ilgili fazla bilgi Markanın Tescili ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000370,True,True,True,True,True,True
287,İş ve Sosyal Güvenlik Hukuku alanında işveren konusunda İşten çıkarılma durumunda geçersiz sayılan nedenler arasında sendika ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_is_sgk_000044,True,True,True,True,True,True
288,İdare ve İdari Yargılama Hukuku alanında Jüri üyelerinin oluşturulması konusunda Jüri üyelerinin oluşturulması işlem değil tek başına idari ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_idare_000123,True,True,True,True,True,True
289,Genel hukuk / sınıflandırma bekliyor alanında Hakim konusunda Hakim ebeveynlerin çocuk bağını değerlendirirken uzman bilirkişilerden pedagoglardan ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001789,True,True,True,True,True,True
290,Genel hukuk / sınıflandırma bekliyor alanında Çıkma izni almak konusunda Çıkma izni almak kişinin birtakım belgeler beraber başvuruda ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000922,True,True,True,True,True,True
291,Genel hukuk / sınıflandırma bekliyor alanında Özlük dosyası konusunda Özlük dosyası memurların kademe ilerlemeleri derece yükselmeleri emekliye ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001129,True,True,True,True,True,True
292,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında soybağı konusunda Tanıma işlemi kurucu yenilik doğuran tek taraflı hukuki ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000364,True,True,True,True,True,True
293,Genel hukuk / sınıflandırma bekliyor alanında türk vatandaşlığı konusunda Mavi Kart doğumla Türk vatandaşı olup çıkma izni ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000917,True,True,True,True,True,True
294,Ticaret Hukuku alanında Çekin getirilmesi konusunda Çekin getirilmesi belirlenen süre yıl olup süre mahkemece ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000358,True,True,True,True,True,True
295,Ceza Muhakemesi Hukuku alanında soruşturma konusunda Soruşturma evresinde Cumhuriyet savcısı kovuşturma evresinde mahkeme tutuklunun ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ceza_muhakemesi_000028,True,True,True,True,True,True
296,İdare ve İdari Yargılama Hukuku alanında İdarenin imar planını hazırlamadan önce konusunda İdarenin imar planını hazırlamadan önce yapması gereken hazırlıkları ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_idare_000200,True,True,True,True,True,True
297,Borçlar ve Sözleşmeler Hukuku alanında hata konusunda Mahkeme kararında tarafların eşit kusurlu kabul edilmesinin hatalı ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_borclar_000169,True,True,True,True,True,True
298,Genel hukuk / sınıflandırma bekliyor alanında İşe iade davasında sürelere uyulmaması konusunda İşe iade davasında sürelere uyulmaması durumunda dava usulden ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001851,True,True,True,True,True,True
299,Ticaret Hukuku; Borçlar ve Sözleşmeler Hukuku alanında Vekalet görevinin kötüye kullanılması konusunda Vekalet görevinin kötüye kullanılması durumunda gerçek hak sahibi ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_borclar_000089,True,True,True,True,True,True
300,Genel hukuk / sınıflandırma bekliyor alanında Taraflar arasında makul süre konusunda konusunda Taraflar arasında makul süre konusunda anlaşmazlık olduğunda makul ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_001310,True,True,True,True,True,True
301,Genel hukuk / sınıflandırma bekliyor alanında Alacaklının geri verme yükümlülüğünün doğması konusunda Alacaklının geri verme yükümlülüğünün doğması alacağının tamamını elde ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000022,True,True,True,True,True,True
302,Genel hukuk / sınıflandırma bekliyor alanında İhtar şartı aranmadığı durumlarda dürüstlük konusunda İhtar şartı aranmadığı durumlarda dürüstlük kurallarına aykırılık olmadığı ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000490,True,True,True,True,True,True
303,Ticaret Hukuku; Borçlar ve Sözleşmeler Hukuku alanında Gemilere ilişkin ilamların kesinleşmesi konusunda Gemilere ilişkin ilamların kesinleşmesi yalnızca geminin ayni haklarına ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_borclar_000051,True,True,True,True,True,True
304,Ticaret Hukuku alanında Türk gemileri konusunda Türk gemileri gerekli şartların sağlanması halinde Türk Uluslararası ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000101,True,True,True,True,True,True
305,Ticaret Hukuku alanında fesih konusunda Futbolcu haklı fesih sebebi oluşturan durumla karşılaştığında öncelikle ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_ticaret_000457,True,True,True,True,True,True
306,Genel hukuk / sınıflandırma bekliyor alanında Belge kavramının tanımında konusunda Belge kavramının tanımında yazılı olması okunabilir olması hukuki ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_genel_000389,True,True,True,True,False,True
307,Medeni Hukuk - Miras/Aile/Eşya/Kişiler alanında İstihkak davasında ayni hakka konusunda İstihkak davasında ayni hakka yani mülkiyet hakkına dayanılması ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_medeni_000008,True,True,False,True,True,True
308,İdare ve İdari Yargılama Hukuku alanında idari yargı konusunda Öğrenci itiraz prosedürünü uyguladıktan sonra tatmin edici alamazsa ifadesi ORICON kaynağına göre nasıl açıklanır?,oricon_idare_000293,True,True,True,True,True,True
